Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Response,Reco_Policy_Groups,City_Group,Region_Group
19,20,0,1,0,12831,5,1,5,0,3,2,3
22,0,1,0,1,3804,0,0,5,1,3,0,7
70,0,0,0,1,25596,0,0,5,1,2,0,12
33,0,0,0,1,8988,2,2,2,1,1,2,14
48,0,0,0,1,14736,0,0,2,0,1,4,14
31,0,0,0,1,8386,1,3,1,0,1,3,7
36,0,0,0,1,9800,5,3,1,0,2,0,7
64,0,0,0,1,17670,0,0,3,0,3,0,16
57,0,0,0,1,12826,0,0,1,1,1,3,4
46,0,0,0,1,14448,0,0,4,0,1,1,7
32,0,1,0,1,12042,1,1,4,0,4,3,1
74,1,0,1,0,33292,6,4,4,0,2,0,5
23,0,1,0,1,4038,0,0,3,1,2,3,16
23,0,1,0,1,3822,2,3,1,0,1,0,12
43,0,0,0,1,11736,3,2,1,0,3,3,0
24,0,1,0,1,9312,0,0,1,0,1,2,18
41,0,1,0,1,9856,1,1,1,0,1,2,5
30,0,1,0,1,6960,3,2,1,0,0,4,12
26,0,0,0,1,5008,0,0,1,0,3,1,12
28,0,1,0,1,12294,0,0,1,1,3,0,14
60,0,0,0,1,12078,0,0,3,0,1,4,12
56,0,0,0,1,16830,0,0,5,0,0,4,11
19,22,0,0,0,20493,0,0,3,0,1,3,14
24,0,1,0,1,5224,0,0,1,0,3,1,0
46,0,0,0,1,11520,15,2,1,0,1,0,19
51,0,0,0,1,17724,3,1,5,0,1,2,9
33,0,0,0,1,7248,0,0,2,0,3,4,1
31,0,1,0,1,12340,5,3,2,0,2,0,13
71,0,0,0,1,16302,15,2,1,0,2,4,6
26,0,1,0,1,5064,2,1,3,0,0,3,16
22,0,1,0,1,3606,0,0,3,0,3,4,7
60,0,1,0,1,16744,2,1,1,0,1,1,7
64,0,1,0,1,21152,7,3,2,0,2,0,19
39,0,0,0,1,7188,0,0,1,0,2,4,19
45,0,1,0,1,11970,5,2,4,0,3,1,18
18,0,1,0,1,9204,0,0,3,0,2,4,1
40,25,0,0,0,23078,6,4,1,0,1,3,4
21,0,1,0,1,9440,0,0,3,0,1,2,12
26,25,0,0,0,25536,5,4,2,1,2,1,9
39,7,0,1,0,20625,0,0,3,0,3,4,2
75,0,0,0,1,20774,15,4,1,0,4,2,5
57,0,0,0,1,11940,9,2,3,0,1,0,10
25,0,1,0,1,9072,2,1,5,0,3,3,1
19,0,1,0,1,10052,0,0,1,0,4,4,11
58,0,0,0,1,14328,0,0,3,1,2,3,8
24,0,1,0,1,8974,0,0,2,0,0,2,18
23,0,1,0,1,3714,0,0,3,0,1,1,16
74,0,0,0,1,20268,13,3,2,0,1,2,12
22,0,1,0,1,3996,0,0,1,0,1,3,17
32,0,1,0,1,11880,3,1,2,0,3,2,1
23,0,1,0,1,11216,0,0,1,1,2,0,17
43,0,0,0,1,14160,2,3,2,1,1,0,6
71,1,0,1,0,33347,3,3,2,0,2,0,11
23,0,1,0,1,7230,0,0,1,0,2,1,18
26,0,1,0,1,11250,0,0,1,0,3,1,3
26,0,0,0,1,4744,0,0,1,0,0,0,11
16,19,0,1,0,14403,0,0,5,0,3,2,8
53,8,0,1,0,22422,0,0,4,0,0,0,6
24,0,1,0,1,8448,0,0,4,0,4,0,18
69,0,0,0,1,15704,4,3,2,1,0,2,14
67,0,0,0,1,17820,0,0,2,1,3,0,10
44,0,0,0,1,12816,2,3,5,1,2,0,13
21,0,1,0,1,4152,1,1,4,0,3,4,8
17,30,0,0,0,21873,3,2,1,0,3,2,4
28,0,1,0,1,12150,0,0,2,0,1,1,6
61,0,1,0,1,17472,6,1,1,0,3,3,17
28,0,0,0,1,7368,4,1,4,0,2,2,19
22,7,0,1,0,9296,0,0,3,1,1,4,19
52,0,1,0,1,15912,0,0,3,0,3,1,11
43,0,0,0,1,9030,6,3,2,0,1,0,17
26,0,0,0,1,7032,0,0,1,0,0,4,4
21,0,1,0,1,5008,1,4,1,0,1,4,3
72,0,0,0,1,20502,15,3,3,0,0,2,3
27,0,0,0,1,9856,0,0,1,0,4,3,1
42,0,0,0,1,13608,3,2,4,0,1,2,7
21,0,1,0,1,4194,0,0,2,1,4,0,4
32,3,1,1,0,12369,3,1,1,0,1,0,13
62,0,1,0,1,16470,15,1,3,0,4,3,3
32,0,1,0,1,8974,5,4,1,0,2,2,7
39,0,1,0,1,10208,7,3,1,0,3,2,18
60,0,0,0,1,21792,8,4,5,0,4,0,15
34,0,1,0,1,9568,1,3,2,0,1,4,13
50,2,0,1,0,20380,15,3,4,0,3,4,8
46,0,1,0,1,12312,3,2,3,0,3,3,4
27,0,1,0,1,5224,4,2,3,0,2,3,15
20,0,1,0,1,5304,0,0,1,0,1,4,14
32,0,0,0,1,11538,0,0,5,0,1,2,3
23,0,1,0,1,3996,1,3,1,0,4,4,19
32,0,0,0,1,7716,1,1,1,0,1,0,14
37,0,1,0,1,10314,2,2,1,0,0,4,1
48,0,0,0,1,10128,2,2,4,0,1,3,7
41,0,1,0,1,11754,1,3,2,0,3,2,11
49,0,0,0,1,17836,1,3,1,0,3,1,10
75,0,0,0,1,18976,9,3,1,1,3,3,6
57,1,0,1,0,32400,0,0,4,1,3,1,5
30,45,0,1,0,33811,1,2,1,0,0,4,4
61,0,1,0,1,15120,4,3,1,0,0,4,9
25,0,1,0,1,9800,0,0,1,0,4,0,16
31,0,1,0,1,6000,0,0,1,0,2,4,11
28,0,1,0,1,5352,0,0,1,0,3,3,18
46,0,0,0,1,15888,9,2,1,0,2,1,5
28,0,1,0,1,8664,6,1,1,0,3,0,9
71,0,0,0,1,22134,0,0,2,0,0,0,3
31,3,0,1,0,20864,5,3,3,1,4,3,10
59,0,0,0,1,14612,0,0,1,0,1,4,19
22,0,0,0,1,5176,0,0,1,0,0,4,4
51,0,1,0,1,14742,1,3,2,0,1,4,6
43,0,1,0,1,12500,1,3,1,1,1,3,11
55,0,0,0,1,12360,3,3,3,0,1,4,19
28,0,1,0,1,9198,0,0,1,1,3,0,0
62,0,0,0,1,13344,0,0,3,1,0,4,16
54,0,0,0,1,14234,10,3,3,0,3,0,3
24,0,0,0,1,9920,0,0,1,0,4,4,17
45,0,0,0,1,9312,1,1,1,1,3,1,13
55,0,0,0,1,14980,0,0,2,0,0,4,12
75,0,0,0,1,23796,7,3,2,0,2,0,12
26,5,1,1,0,17136,7,1,2,1,1,4,10
57,0,0,0,1,14344,3,1,1,0,1,0,0
62,0,0,0,1,14454,0,0,4,1,4,0,12
38,0,1,0,1,7848,5,3,2,0,0,0,14
39,3,0,1,0,22310,0,0,1,0,4,2,11
45,0,0,0,1,11220,0,0,2,0,0,2,18
37,1,0,1,0,14246,9,3,2,0,3,0,0
53,0,1,0,1,15768,5,1,1,0,1,2,11
32,0,0,0,1,8736,0,0,1,0,3,4,3
62,0,0,0,1,13632,6,3,2,1,1,2,10
27,0,1,0,1,9376,0,0,1,0,1,0,14
75,0,1,0,1,18536,7,4,4,1,4,0,2
24,0,1,0,1,6300,0,0,1,1,3,4,4
39,0,0,0,1,7236,2,1,1,0,0,1,17
22,0,0,0,1,3810,0,0,1,0,4,0,6
40,0,0,0,1,10272,3,1,2,0,3,3,16
42,0,0,0,1,11980,15,2,2,1,3,2,11
17,34,0,0,0,27807,6,4,2,1,4,3,2
26,0,1,0,1,5970,6,3,1,0,1,0,14
38,0,1,0,1,11016,1,3,1,1,0,2,9
23,27,1,0,0,26754,1,1,3,0,0,2,13
28,0,0,0,1,9720,1,4,1,0,1,1,7
34,0,1,0,1,12690,5,3,2,1,4,0,12
23,0,1,0,1,5328,0,0,3,1,3,4,18
59,0,1,0,1,16744,15,3,3,1,4,3,16
36,0,1,0,1,6912,3,3,1,0,1,3,9
55,0,0,0,1,14036,2,2,4,0,3,4,13
55,0,1,0,1,15708,6,2,1,1,1,4,14
52,0,0,0,1,18004,5,2,4,0,3,0,0
59,0,1,0,1,16408,1,4,4,1,2,0,11
23,0,1,0,1,5168,2,4,1,0,1,0,1
55,11,0,1,0,19286,4,4,4,1,4,4,2
60,0,1,0,1,18630,4,2,1,0,1,2,12
28,0,0,0,1,5930,0,0,1,0,0,2,2
26,0,1,0,1,10704,3,4,1,0,1,0,11
49,0,1,0,1,9344,0,0,1,0,3,2,16
48,0,1,0,1,14928,4,2,1,0,2,4,12
32,0,1,0,1,11360,0,0,2,0,2,3,10
44,0,0,0,1,11840,12,3,3,0,1,4,19
54,0,0,0,1,11808,15,2,1,0,3,2,11
22,0,0,0,1,5032,0,0,3,1,2,1,11
55,0,1,0,1,19920,4,3,1,0,0,1,15
38,0,0,0,1,8160,4,3,4,0,3,2,10
47,0,1,0,1,16432,15,2,4,0,3,1,2
27,0,1,0,1,5624,0,0,1,1,3,4,19
35,0,1,0,1,14102,0,0,1,0,1,2,5
35,1,0,1,0,11322,4,4,2,0,3,0,5
61,0,0,0,1,12738,0,0,1,0,2,0,13
28,0,0,0,1,10064,0,0,1,0,4,1,4
36,11,1,1,0,26707,1,1,1,0,3,3,3
24,0,1,0,1,6840,0,0,2,0,1,2,1
25,0,1,0,1,7428,0,0,4,0,0,2,2
46,3,1,1,0,17152,3,1,4,1,1,4,15
44,0,0,0,1,15642,4,3,1,1,4,3,7
16,26,1,1,0,14873,7,2,1,0,1,4,12
54,0,0,0,1,18480,0,0,4,0,1,0,17
33,7,1,1,0,18536,2,1,1,0,2,2,5
48,0,0,0,1,12340,1,2,4,0,1,4,19
20,0,0,0,1,9552,0,0,1,0,1,2,8
75,0,0,0,1,23370,0,0,1,0,4,2,10
60,0,1,0,1,13178,15,4,1,1,4,1,13
56,0,0,0,1,16212,7,1,2,0,1,0,17
24,0,1,0,1,6360,3,1,5,0,1,4,17
71,0,0,0,1,14846,2,2,2,0,1,0,4
75,0,1,0,1,19980,5,4,1,0,1,0,9
41,0,0,0,1,11568,3,1,3,0,0,1,13
25,0,1,0,1,9156,0,0,2,0,0,0,9
39,0,1,0,1,7788,6,2,1,0,3,2,18
47,7,1,1,0,20130,0,0,1,0,0,2,0
26,0,1,0,1,10620,0,0,4,1,3,1,10
21,0,1,0,1,9590,0,0,1,0,3,3,13
43,3,1,1,0,17136,5,1,2,0,3,4,19
20,0,1,0,1,10432,0,0,1,0,0,3,14
28,0,1,0,1,5784,0,0,1,1,3,2,8
42,0,0,0,1,13584,0,0,3,0,1,3,13
30,0,0,0,1,6370,0,0,4,0,2,0,9
33,0,0,0,1,5360,3,1,1,0,0,4,12
65,0,0,0,1,17500,8,2,3,0,2,1,14
73,2,0,1,0,26941,6,3,5,0,1,2,17
38,0,0,0,1,13992,0,0,1,0,0,3,15
30,0,1,0,1,14960,1,1,3,1,3,2,14
25,0,0,0,1,11552,1,3,1,0,2,0,15
30,0,1,0,1,7788,5,1,3,1,3,0,6
28,1,1,1,0,7572,9,2,1,0,3,1,15
72,0,0,0,1,20130,2,1,1,0,2,0,0
27,0,1,0,1,6080,2,4,2,0,2,2,8
28,0,0,0,1,9730,0,0,5,0,3,4,19
21,0,1,0,1,3798,0,0,1,0,1,4,17
25,0,0,0,1,6936,0,0,2,0,0,4,19
54,9,0,1,0,22044,0,0,1,0,3,3,7
16,27,0,1,0,20636,2,3,2,0,3,0,11
69,0,1,0,1,19200,4,3,3,1,4,2,12
75,0,0,0,1,17700,10,4,1,1,4,0,4
24,0,1,0,1,7462,0,0,3,0,0,2,17
53,0,0,0,1,13344,15,1,1,0,1,1,3
25,0,1,0,1,9120,0,0,5,0,4,2,16
23,0,1,0,1,5368,2,3,3,0,1,2,10
40,0,1,0,1,14740,1,3,1,0,1,0,17
30,0,0,0,1,9584,10,4,1,1,4,2,3
47,0,0,0,1,16172,15,1,2,0,3,0,0
26,0,1,0,1,11826,5,2,1,0,0,0,9
62,0,0,0,1,17864,2,3,2,0,2,0,8
40,0,0,0,1,8848,5,3,3,0,1,1,17
61,0,0,0,1,19880,1,3,1,1,4,0,2
56,0,0,0,1,13068,3,2,2,0,3,3,3
31,0,0,0,1,10944,4,4,4,0,4,4,8
61,0,0,0,1,15834,5,1,1,0,1,4,19
65,0,1,0,1,16172,15,3,1,0,2,4,9
38,0,1,0,1,8412,7,3,4,1,4,0,17
67,0,0,0,1,22066,0,0,2,1,2,0,3
26,0,0,0,1,10352,0,0,2,0,2,3,10
48,27,0,0,0,25597,3,3,4,0,2,3,2
24,0,1,0,1,3792,0,0,2,0,1,2,15
36,6,0,0,0,17226,15,1,1,1,1,0,0
54,0,0,0,1,15120,15,3,4,1,1,0,11
33,0,1,0,1,7870,0,0,1,0,3,3,5
21,0,0,0,1,5360,1,1,3,1,4,3,12
60,0,0,0,1,19776,2,3,1,0,0,2,2
55,0,0,0,1,12584,1,1,5,0,1,2,11
31,0,1,0,1,7524,0,0,2,0,1,4,18
58,0,1,0,1,17654,2,1,1,0,2,3,3
61,0,0,0,1,13896,6,3,1,0,0,3,15
33,0,0,0,1,10998,5,2,1,0,2,2,2
22,0,1,0,1,9282,0,0,1,0,3,4,3
24,0,0,0,1,10768,0,0,3,0,4,1,4
50,0,0,0,1,10746,2,3,3,0,4,3,10
56,0,1,0,1,18798,1,3,1,1,4,0,13
30,0,1,0,1,9324,8,1,4,1,2,0,0
38,0,1,0,1,6552,0,0,1,0,4,4,10
61,0,0,0,1,18600,0,0,2,0,0,1,13
41,0,0,0,1,9648,7,4,5,0,2,4,19
26,0,0,0,1,8638,0,0,1,0,0,2,10
23,0,1,0,1,6210,1,2,2,1,1,2,13
60,0,0,0,1,14112,15,3,1,1,4,4,12
75,0,0,0,1,23104,10,1,2,1,3,4,13
38,0,0,0,1,12320,10,2,1,0,3,0,0
22,0,1,0,1,7464,0,0,2,0,0,4,17
41,0,0,0,1,13482,3,4,1,0,3,2,16
41,0,1,0,1,8288,0,0,1,0,4,3,8
57,1,0,1,0,28080,15,1,4,0,3,2,15
22,0,1,0,1,7584,0,0,2,1,3,3,7
37,0,0,0,1,7116,0,0,1,0,0,2,13
43,1,0,1,0,13713,7,3,1,0,4,0,9
25,0,1,0,1,6470,0,0,1,0,4,3,17
39,0,1,0,1,10272,2,1,1,0,1,2,12
51,0,0,0,1,12860,6,1,2,0,3,0,1
26,11,1,0,0,14400,2,1,1,1,1,3,15
27,0,1,0,1,9680,1,1,1,0,3,2,0
74,0,0,0,1,16250,4,4,4,0,2,0,19
25,34,0,0,0,30688,0,0,1,0,4,0,14
41,0,1,0,1,14184,5,1,1,1,1,3,13
23,0,0,0,1,8912,0,0,5,1,0,3,17
24,0,1,0,1,7776,0,0,2,0,4,0,3
27,0,1,0,1,6490,6,4,1,1,2,0,0
24,0,0,0,1,4404,0,0,1,0,2,4,8
58,0,1,0,1,15904,15,2,1,0,2,3,4
23,38,1,0,0,28752,15,1,1,0,0,4,2
39,1,0,1,0,17312,8,3,2,0,4,0,1
28,0,1,0,1,10096,2,2,1,0,3,2,16
58,0,0,0,1,12936,0,0,1,0,1,0,10
25,0,1,0,1,9016,0,0,1,0,0,2,17
50,4,0,1,0,18816,0,0,3,1,3,2,12
67,0,0,0,1,22746,1,3,1,0,4,0,8
75,0,0,0,1,22968,3,4,1,0,4,0,5
22,0,1,0,1,7490,2,3,3,0,3,0,2
75,0,0,0,1,18536,0,0,1,0,1,4,12
75,0,0,0,1,21024,5,4,4,0,0,0,10
60,0,0,0,1,18816,0,0,2,0,4,2,10
30,0,0,0,1,6200,1,3,1,0,4,4,0
62,0,1,0,1,18656,4,3,2,1,4,4,1
22,0,1,0,1,8016,0,0,3,0,0,3,18
24,0,1,0,1,8736,0,0,5,0,2,0,9
21,22,0,0,0,14470,5,3,1,1,0,1,14
57,0,1,0,1,18844,15,1,1,1,1,0,18
25,0,1,0,1,4624,5,2,3,0,0,4,3
21,0,1,0,1,8712,0,0,2,0,0,3,12
70,0,0,0,1,16198,15,3,1,1,0,2,9
32,0,1,0,1,9506,0,0,1,0,1,2,12
60,0,0,0,1,18300,15,2,2,1,2,3,8
28,0,1,0,1,7100,4,1,2,0,3,3,6
43,0,0,0,1,13800,15,3,1,0,3,0,7
75,0,0,0,1,24192,15,4,2,1,4,0,3
19,0,0,0,1,2736,0,0,1,0,3,2,8
52,0,0,0,1,14592,0,0,4,0,2,3,10
75,0,0,0,1,17808,9,2,1,0,0,0,0
36,0,0,0,1,7428,0,0,2,0,3,3,10
74,1,1,1,0,33510,15,3,3,0,0,1,10
67,3,0,1,0,28896,8,3,3,0,3,0,1
28,0,1,0,1,10880,1,1,2,0,1,4,5
33,0,1,0,1,9310,2,1,1,1,1,1,1
57,0,1,0,1,13944,0,0,5,0,2,0,7
47,0,1,0,1,12840,9,2,1,0,0,3,2
57,0,0,0,1,13608,8,4,4,1,1,2,12
33,34,0,0,0,28716,15,3,2,0,1,2,2
22,2,1,1,0,9045,0,0,1,1,1,4,9
26,0,1,0,1,11124,0,0,1,0,0,3,15
74,0,0,0,1,16464,0,0,4,0,3,0,12
41,0,0,0,1,8764,1,2,4,0,2,1,12
23,0,1,0,1,4816,1,3,4,0,0,2,2
62,0,0,0,1,14476,10,4,1,0,4,4,1
24,0,0,0,1,6130,0,0,4,0,1,4,6
22,0,1,0,1,4896,2,3,1,0,0,4,12
48,0,0,0,1,16588,0,0,1,0,2,0,17
21,40,0,0,0,29120,5,1,2,0,0,3,14
62,4,0,1,0,25584,0,0,5,0,0,3,17
49,0,0,0,1,12560,5,4,4,1,4,0,12
65,0,0,0,1,16042,6,3,1,0,2,1,4
25,0,1,0,1,8028,2,3,1,1,4,4,12
47,3,0,1,0,29619,2,1,3,0,3,0,9
65,0,0,0,1,13442,10,2,5,1,1,4,15
71,0,0,0,1,15444,15,3,2,1,4,0,6
65,0,0,0,1,19712,15,3,4,0,2,3,17
45,0,1,0,1,17952,1,1,5,1,4,0,2
36,0,0,0,1,9184,3,1,3,0,1,2,1
29,0,1,0,1,5032,5,1,4,0,3,2,18
58,0,0,0,1,18270,15,2,2,0,3,1,9
42,0,0,0,1,9920,15,3,4,0,4,2,12
23,34,0,0,0,28224,11,1,1,0,1,0,15
23,26,1,1,0,28953,0,0,2,0,1,4,9
58,0,0,0,1,14872,1,3,5,0,4,2,1
31,0,1,0,1,6580,3,1,2,0,0,1,8
74,1,0,1,0,29030,2,3,1,0,1,0,10
55,0,1,0,1,15984,15,1,3,0,1,0,13
28,1,1,1,0,16584,4,3,2,1,1,0,17
22,0,0,0,1,10224,0,0,2,1,0,0,16
25,0,1,0,1,5710,0,0,1,0,1,0,4
75,0,0,0,1,19968,0,0,1,0,1,4,10
18,0,0,0,1,9084,0,0,1,0,3,1,3
23,0,1,0,1,7720,2,3,1,0,1,2,2
58,0,0,0,1,13266,6,3,1,0,2,3,10
63,0,0,0,1,18032,8,4,1,1,0,0,9
54,0,0,0,1,14712,14,3,3,0,4,4,19
75,0,1,0,1,20448,0,0,2,0,0,4,7
71,0,0,0,1,15730,13,3,4,0,0,0,0
26,0,1,0,1,5080,6,3,2,1,1,0,17
38,0,0,0,1,14280,7,1,2,0,1,0,12
21,37,0,1,0,25804,1,3,2,0,1,3,8
47,0,0,0,1,12120,1,3,4,0,0,0,15
43,0,0,0,1,8344,0,0,1,1,0,2,18
19,0,1,0,1,6920,0,0,1,0,1,4,15
24,0,1,0,1,7518,0,0,3,0,1,4,14
66,0,1,0,1,14136,0,0,3,0,3,3,12
62,0,0,0,1,14208,13,4,2,0,3,1,14
71,3,0,1,0,23836,6,4,3,0,2,0,1
44,0,0,0,1,10416,0,0,2,1,1,1,17
70,0,1,0,1,21216,4,2,1,1,1,0,9
51,0,0,0,1,10674,0,0,1,0,0,3,10
74,0,0,0,1,21248,12,3,1,0,1,0,0
24,27,0,0,0,21636,11,2,1,0,3,2,2
75,0,0,0,1,19104,3,3,1,0,2,2,1
56,0,0,0,1,13128,0,0,1,0,1,0,15
75,0,0,0,1,20384,15,3,4,0,2,0,12
29,0,0,0,1,6290,0,0,3,0,1,4,5
28,1,1,1,0,13955,6,1,1,0,3,0,1
21,0,1,0,1,6180,0,0,3,0,1,3,9
52,0,0,0,1,11448,7,4,5,0,1,3,2
53,0,0,0,1,10944,6,3,2,0,3,0,17
43,0,0,0,1,8134,3,3,5,0,0,2,4
30,0,0,0,1,10980,8,1,1,1,4,3,11
46,0,1,0,1,15400,7,1,3,0,0,0,2
50,0,1,0,1,13020,0,0,4,0,2,0,9
67,0,0,0,1,18088,15,3,2,0,3,0,12
44,0,0,0,1,7966,3,3,1,1,1,2,5
22,0,1,0,1,10544,0,0,1,0,0,2,10
23,0,0,0,1,5456,1,1,2,0,1,4,9
53,0,1,0,1,14146,0,0,2,0,4,0,2
65,4,0,1,0,28176,5,1,1,0,3,2,6
21,0,0,0,1,6610,0,0,4,0,0,2,2
33,0,1,0,1,12820,7,2,4,1,1,2,15
75,0,1,0,1,24876,0,0,3,0,3,2,1
23,0,1,0,1,3618,0,0,5,0,4,0,7
48,0,0,0,1,11142,3,2,4,1,1,0,8
40,0,0,0,1,10320,0,0,1,0,3,2,17
46,0,1,0,1,12160,7,3,1,0,3,1,12
46,0,1,0,1,11760,15,3,1,0,2,0,2
63,0,1,0,1,15264,2,1,1,1,4,4,9
75,0,0,0,1,22882,2,3,3,1,2,0,11
66,0,0,0,1,18592,15,4,1,0,0,0,2
20,0,1,0,1,11746,0,0,5,0,0,0,17
24,0,1,0,1,11328,1,3,1,0,3,3,3
67,0,1,0,1,19788,3,2,1,0,4,0,17
66,5,0,1,0,30480,3,4,1,1,4,1,17
29,0,1,0,1,5880,1,1,1,1,3,4,3
50,0,0,0,1,17352,0,0,4,0,1,0,6
26,0,0,0,1,5960,0,0,2,1,3,1,6
57,2,0,1,0,25446,10,3,1,0,1,0,9
28,0,0,0,1,6680,0,0,1,1,2,3,14
69,0,0,0,1,14904,15,3,2,0,4,3,13
69,0,0,0,1,17082,15,1,1,1,1,3,12
20,34,0,0,0,15292,15,3,2,0,2,0,2
21,0,0,0,1,11216,0,0,1,0,0,0,19
28,0,1,0,1,6550,2,1,1,0,1,0,15
68,0,0,0,1,22542,0,0,1,0,2,0,4
75,0,0,0,1,19744,3,1,3,0,1,2,18
55,0,1,0,1,17668,2,3,4,0,1,0,7
18,19,0,0,0,19026,1,2,1,1,1,4,11
20,0,1,0,1,7788,0,0,4,0,0,4,19
40,0,0,0,1,10672,3,2,1,0,3,2,3
53,0,1,0,1,18256,0,0,1,1,3,1,8
36,0,1,0,1,7488,0,0,1,0,2,3,1
26,0,0,0,1,9616,0,0,5,0,0,2,3
32,2,0,1,0,14134,0,0,2,1,3,3,4
22,24,1,1,0,21978,1,3,4,0,1,4,1
24,0,1,0,1,10688,3,4,3,0,0,0,18
57,9,0,1,0,25670,6,2,4,0,1,0,6
16,39,0,1,0,22022,11,1,5,1,3,0,19
36,1,1,1,0,13888,0,0,1,0,1,4,17
19,22,1,0,0,15624,7,3,1,0,1,4,5
66,0,1,0,1,19040,14,2,2,1,1,2,19
45,0,0,0,1,10416,0,0,2,1,0,4,19
53,0,0,0,1,14740,6,1,1,0,2,1,8
22,5,0,0,0,10134,0,0,1,0,0,3,6
45,0,0,0,1,10602,15,3,2,0,3,2,9
65,0,0,0,1,18840,10,3,1,1,2,1,12
63,0,1,0,1,17160,6,1,3,0,0,1,2
24,24,0,0,0,17442,5,3,2,0,4,2,1
20,0,1,0,1,5376,0,0,1,0,1,2,8
53,11,0,1,0,25116,0,0,2,1,0,4,0
70,0,0,0,1,16632,15,4,1,1,3,2,17
45,0,1,0,1,16614,0,0,4,0,1,0,19
66,0,0,0,1,15680,3,3,5,0,1,0,10
22,0,1,0,1,10656,0,0,2,0,1,0,18
38,0,0,0,1,7752,0,0,1,0,3,0,11
61,0,0,0,1,13824,0,0,1,0,1,0,0
51,0,1,0,1,11448,15,1,3,0,1,1,6
63,3,0,1,0,29892,15,3,4,0,4,0,17
59,0,1,0,1,13896,15,3,1,0,2,4,4
37,0,1,0,1,8778,0,0,4,0,2,2,14
40,0,1,0,1,11920,0,0,1,0,3,0,3
23,0,0,0,1,4832,0,0,1,0,4,4,8
27,0,1,0,1,4248,0,0,4,0,0,4,19
24,0,1,0,1,9184,1,2,1,0,2,0,19
16,23,0,0,0,11239,5,3,1,0,1,0,10
23,0,1,0,1,4500,0,0,5,0,4,3,5
17,23,0,0,0,21888,0,0,1,1,3,0,9
19,28,0,1,0,21036,4,1,3,0,1,0,11
67,7,0,1,0,26592,0,0,1,0,1,3,14
41,0,0,0,1,10548,10,2,4,0,1,2,17
20,0,0,0,1,9772,0,0,2,0,3,4,13
29,5,0,1,0,9226,1,3,2,0,0,2,9
25,0,1,0,1,12312,0,0,4,0,3,4,12
32,0,1,0,1,14660,2,2,1,0,0,1,4
67,5,0,1,0,30794,4,3,5,1,4,0,0
43,0,0,0,1,14856,1,3,1,0,0,0,0
17,29,1,0,0,20496,13,3,2,0,1,0,13
27,0,1,0,1,6270,0,0,3,0,3,3,3
18,24,1,0,0,13664,12,1,1,1,3,4,1
29,0,1,0,1,11844,1,3,2,0,2,2,18
26,0,1,0,1,4960,0,0,1,0,3,0,5
22,0,1,0,1,7010,0,0,2,0,3,2,3
37,2,0,1,0,11078,0,0,1,0,1,2,17
21,0,1,0,1,11168,0,0,1,1,1,1,16
16,27,0,0,0,24480,0,0,4,1,4,0,17
73,2,0,1,0,29786,0,0,3,0,0,0,15
20,47,0,0,0,29164,0,0,1,1,1,0,7
39,3,0,1,0,21403,7,4,4,1,2,1,8
21,0,1,0,1,7800,0,0,5,0,4,4,19
27,0,1,0,1,7800,0,0,4,0,1,4,14
21,0,1,0,1,3714,0,0,2,0,1,1,16
21,0,1,0,1,5576,0,0,4,0,2,2,10
53,0,0,0,1,12460,3,3,5,0,0,3,17
37,0,0,0,1,7824,3,1,1,0,3,3,4
38,0,0,0,1,7068,0,0,1,0,0,0,6
23,2,1,1,0,14963,0,0,1,1,2,0,8
50,0,0,0,1,14544,14,2,3,0,2,0,9
20,0,1,0,1,6830,0,0,4,1,3,3,16
49,0,1,0,1,16198,6,3,1,0,3,4,18
53,0,0,0,1,10674,1,3,2,0,0,0,19
37,4,0,1,0,19728,0,0,3,0,3,1,4
52,0,0,0,1,18340,0,0,1,1,3,4,18
45,0,1,0,1,14388,3,1,1,1,1,0,17
26,0,1,0,1,5192,0,0,4,0,0,3,17
75,0,0,0,1,21780,8,4,1,1,2,0,12
35,30,0,1,0,28356,15,3,3,0,0,2,11
23,0,1,0,1,5336,0,0,1,0,3,1,8
54,0,1,0,1,18284,5,3,1,0,3,0,16
48,0,1,0,1,11268,0,0,4,0,3,2,3
21,38,0,0,0,20576,2,1,2,0,0,3,16
20,0,0,0,1,6430,0,0,1,0,3,4,5
55,0,1,0,1,16632,1,1,2,0,0,2,15
66,0,0,0,1,15782,0,0,1,0,0,2,9
53,0,1,0,1,11196,4,2,3,0,0,0,15
42,0,0,0,1,13398,0,0,2,0,0,4,12
31,0,1,0,1,11970,4,3,1,0,1,0,7
48,0,1,0,1,10432,12,3,2,0,0,2,11
43,0,0,0,1,14850,4,3,1,1,0,3,19
48,0,0,0,1,11232,9,3,4,0,2,0,1
53,0,0,0,1,14300,9,4,1,1,4,2,16
23,0,1,0,1,5496,0,0,2,0,1,3,4
63,0,1,0,1,16044,3,1,4,0,0,2,14
75,0,0,0,1,23560,0,0,5,0,2,0,12
61,0,0,0,1,17850,0,0,1,0,3,4,16
47,0,0,0,1,14760,10,1,1,1,3,0,14
54,0,0,0,1,9828,7,3,4,1,1,0,10
45,17,0,1,0,21718,0,0,2,1,0,2,8
25,0,1,0,1,7812,0,0,3,0,1,3,7
30,0,0,0,1,6630,6,2,2,1,3,3,7
21,0,0,0,1,5696,0,0,4,0,4,3,8
